User,Rating,Date,ISO_Date,Review,Review_Length,Response
Vozter Stronger,5.0,4 minggu lalu,2025-06-17T08:28:22Z,pelayanannya sangat baik mas mba nya ramah2 jadi gaakan bosen kalo datang ke gacoan buah batu kk yang pake vest abunya juga cantik dan baik❤️❤️,143,
Daris Sammuzaki,1.0,2 bulan lalu,2025-04-23T11:40:33Z,"Baru pertama GACOAN BOJONGSOANG cuman masalah di apikasi salah pesen level 0 (harusnya level 2), padahal tinggal tambahin level pedes 2 ko gabisa… malah disuruh buat beli level 6 supaya bisa nyampur pedes nya ….

Karyawanya ga responsive lagi…",243,
Devi Iklimah,1.0,2 minggu lalu,2025-06-29T02:15:44Z,"Tukang parkir , manager / pengelola tidak ada tanggung jawab nya ke custemer nya sendiri , buat apa ada tukang parkir bayar tp kehilangan barang ga ada tanggung jawab nya sama sekali , sekalian gausah ada tukang parkir , tugas tukang parkir kan bukan cmn duduk aja , tugas tukang parkir kan memcegah ada nya kehilangan kendaraan , helm , sekarang ada yg hilang ga tanggung jawab alasan cctv rusak??? Wkwkkw alasan klasik sih",424,
Imelda Dwi arletta,5.0,seminggu lalu,2025-07-04T05:46:36Z,"tempatnya nyaman, bbrpa kali kesini, sering order lewat gofood jga soalnya mie nya lebih enak (menurut aku) udang keju nya juga fav bngt si wkwk, ga cukup satu kalo beli.",170,
Muhammad riizky,2.0,5 bulan lalu,2025-01-27T16:00:27Z,"Beli gacoan lv 1 buat di TA eh ga sesuai ekspektasi gaada rasanya (Hambar) cuman kerasa cengek doang terus lv 1 tapi cengek nya banyak banget, gridelnya ga di bersiin dulu kali jadi kecampur sama yg sebelumnya, padahal pas itu makan disana enak, gatau yg masaknya masih anak training kali yah",292,
Dian Tri Wahjuni,5.0,seminggu lalu,2025-07-05T03:34:27Z,"Tempatnya luas, adem, kebersihan terjaga, pelayanan cepat, karyawannya ramah-ramah",82,
Farrel Danti Imani,3.0,2 minggu lalu,2025-07-02T12:13:48Z,"untuk gorengannya enak semua, tapi untuk main course nya tidak sesuai karena level 1 berasa seperti level 4, tolong di evaluasi lagi untuk karyawannya agar sesuai dengan level kepedasannya, karena di outlet lain level satu pedasnya tidak separah yang kemarin saya beli di outlet buah batu.",289,
Chelsea Downs,2.0,2 minggu lalu,2025-06-26T08:26:50Z,"dimohon untuk pegawainya dijaga attitudenya dikarenakan kita juga beli bukan minta,kurang-kurangin deh julitnya. hati-hati bisa kehilangan pekerjaan 🙏",150,
Mickel Yosua,5.0,4 minggu lalu,2025-06-18T09:08:44Z,Pelayanan nya bagus makanannya enak tempatnya bersih,52,
budi santosa,1.0,2 minggu lalu,2025-06-29T04:17:56Z,"bayar parkir mahal, tapi ga ada jaminan buat kehilangan barang konsumen
hanya duduk terus mintain duit, giliran ada kehilangan ngga tanggung jawab
minta cctv alasa eror
parah si bagong",184,
Brahmantia Muda,3.0,3 minggu lalu,2025-06-25T03:11:12Z,Standar SOP Gacoan Orderan perlu nunggu bentaran. Harus rada sabar kalau lagi rame. Parkir susah.,97,
Aisya Istifari,5.0,2 minggu lalu,2025-07-01T10:00:39Z,"makanan nya enak bangettt, pelayanan juga cepet dan ramah ramah banget, harga juga super worth it bgt pas bgt di kantong pelajar.. pokonya cocok recommended bgt buat makan makan sama temen temen",194,
Arman Febrian,5.0,6 bulan lalu,2025-01-16T09:58:44Z,"dingin berangin karena saat itu lagi musim hujan terlebih mie gacoan ini bangunannya semi terbuka jadi angin nya lumayan langsung dari luar.
Makanan... yaaa... lumayan lah cukup memuaskan dengan tarif yang murah...

cuman nunggu makanan nya lumayan lama karena ramai pengunjung",277,
meysha farmaqueensa,5.0,sebulan lalu,2025-05-22T08:08:17Z,"Aku suka banget makan di Mie Gacoan! Tempatnya nyaman dan cocok buat nongkrong bareng teman. Menu andalanku tentu saja Mie Setan Level 2—pedasnya pas, bikin nagih tapi nggak bikin perut sakit. Harganya juga ramah di kantong, cocok banget buat mahasiswa atau anak kos. Minumannya juga unik dan segar, terutama Es Genderuwo, rasanya manis asem seger!",348,
gie,5.0,setahun lalu,2024-05-01T08:46:47Z,"Udh sering kesini tp baru kali ini nyoba ke toiletnya dan sholat di mushola, ternyata lumayan nyaman, toilet bersih, mushola bersih walaupun sempit, mukena bersih, ada tempat sepatu juga. Utk makanan spt biasa, rasanya konsisten, murah udh pasti, pelayanan cukup cepet ditempat rame kyk gini, walaupun rame ga kerasa panas krna kipasnya byk dan yg pasti kasirnya gercep👍👍👍",372,
Andri Jamaludin,5.0,seminggu lalu,2025-07-07T07:16:18Z,"Sejak pertama kali masuk, kami langsung diliputi alunan musik yang menenangkan dan cahaya lampu yang hangat. Tempat yang sempurna untuk melepas lelah setelah seharian beraktivitas.",180,
yukikae official,5.0,seminggu lalu,2025-07-05T23:58:09Z,"Fav anak2, harga nya murah2, rasa nya enak bgt, porsi nya pas bikin kenyang",75,
Rina Septiani,5.0,sebulan lalu,2025-06-15T05:57:07Z,Nyaman enak mie nya pelayanannya sangat cepat 👍🏼,48,
junita kustianingsih,5.0,3 bulan lalu,2025-04-09T09:38:58Z,sekarang pangsit gorengnya rasanya enak. makanan bersih dan cepat pelayanannya. side dish enak2 disini.,103,
Pursita Wati,5.0,seminggu lalu,2025-07-06T06:34:31Z,"Setelah sekian lama ga kesini, ternyata tempatnya masih enak nyaman untuk dibuat nongkrong apalagi dengan kondisi hujan makan mie gacoan makin mantap untuk dinikmati",165,
Andre Andreansyah,2.0,sebulan lalu,2025-05-30T17:36:03Z,"Tolong di evaluasi untuk pelayanannya , saya Dateng jam 1 malem , kondisi ga terlalu rame cenderung sepi tapi penyajiannya lama bgt , karyawan seperti kurang inisiatif . Padahal lumayan sering makan di gacoan di cabang lainya , tapi untuk di cabang ini cukup kali ini aja deh",275,
Bahagia Project,5.0,7 bulan lalu,2024-12-08T05:05:42Z,Makanan yah lumayan lah dengan harga yang terjangkau dan tempat nya pun cukup luas ada yg outdoor dan indoor nya..,114,
Belinda Ivana,3.0,2 tahun lalu,2023-04-18T11:43:47Z,"Saat datang kebetulan ga terlalu ramai karena masih bulan puasa. Antrian order ga terlalu panjang. Jadi saat datang harus langsung antri di kasir untuk order setelah itu baru dikasi nomer untuk disimpan di meja bagi yang dine in. Kalau take away ada kursi tunggu khusus.

Menunya tidak terlalu banyak. Yang utama mie asin (suit), mie manis (gacoan), mie pedas (hompimpa). Dan ada level kepedasan yg bisa dipilih. Untuk dimsum dan minuman ada bbrp menu juga. Disini semua makanan dibandrol dengan harga murah2 sekitar 10rb. Minuman juga start dari 4rb.

Ruangan makanannya dibuat versi semi outdoor. Jadi walaupun tertutup atap tapi di sekelilingnya terbuka.
Saya order makanan mie suit, mie hompimpa level 2, mie gacoan, siomay, udang keju, pangsit, es coklat, es doger, es lemon tea, es teh.
Total sekitar 105rb (lupa karena bon dibuang).

Untuk rasa mienya buat saya kurang ada rasa baik untuk asin maupun manis. Saat minta tambahan kecap manis/ asin ternyata tidak diperbolehkan krn standartnya seperti itu. Jadi ya sudah dimakan2 saja. Anak-anak saya makan mie gacoan (manis) tapi mereka juga hanya makan ga sampai 1/2 porsi karena terlalu hambat. Untung terobati dengan siomay dan udang keju yang cukup enak.
Padahal waktu saya beli take away di mie gacoan cabang yg lain rasanya lumayan enak.

Jadi sepertinya saya ga akan dtg lagi kesini. saya kasi *3 karena mienya tertolong oleh dimsumnya cukup menolong dan staffnya cekatan dan ramah, tempatnya cukup bersih, walaupun saya tdk ke toiletnya.

Oh ha tempat parkir sulit dan mayoritas dikhususkan untuk motor.",1566,
Pandhu W,5.0,Diedit setahun lalu,2024-06-27T23:45:53Z,"Mie nya sih enak. Suka banget sama pangsitnya. Dan yang jelas harga bersahabat.
Ramai banget pas datang kesini sekitar jam 8 malam.",131,
Oky Nuryadi,1.0,2 bulan lalu,2025-04-23T08:28:43Z,"1 orderan 45 menit Restoran ngeri boss micen2 waktu driver !
Bintang 0 lamun aya mah 👍",86,
Asih monmont,4.0,sebulan lalu,2025-06-15T13:44:30Z,"Dateng rame2, langsung disambut dibantuin nyiapin tempat karna kita ber 35... Meski milih pesennya agak lama krna harus list dulu satu2 ditungguin doong sama waiters nya, tempatnya luas anak2 juga happy.. oke banget pelayanan memuaskan garcep jugaa... Makasih gacoan mantap pokoknya 👍🏻",285,
Vallen Anjani,5.0,sebulan lalu,2025-06-08T15:44:44Z,"PELAYANAN SANGAT TIDAK RAMAH, aku udaa sering ke gacoan dan ya pelayanannya digacoan buah batu ramah apa lagi kasirnya ramah banget, pas kebetulan tadi aku pesen untuk dibawa pulang pas waktunya aku di panggil buat ambil makananya ada satu mba mba yang ngasi pesenan ke aku, belum di ambil tuh pesenan didelekin dong dari jauh pas pengambilanya juga jutek banget. temen yang pinggir mba mba itu senyum dan ketawa aneh liat tingkah lakunya ke pelanggan kaya gitu.",462,
Hanafi khalif,4.0,setahun lalu,2024-06-06T07:09:40Z,"Setelah sekian lama Mie Gacoan buka di Buah Batu, akhirnya dapat kesempatan untuk mencoba Mie Gacoan cabang Buah Batu. Beli takeaway karena maunya makan di kantor masih ada kerjaan. Meski pesan pada saat siang sebelum tengah hari, tetap saja perlu menunggu agak lama karena resto tetap dipenuhi pengunjung. yah kira2 10-15menit.

Sudah pesan tiga menu, yaitu Mie hompimpa, siomay udang, sama es teklek. hanya mie hompi yg,sudah pernah saya coba sisanya belum hehe. siomay Udang (8/10) termasuk enak juga, kenyal, gurih, empuk, kira-kira kualitasnya setara dengan menu dim sum lainnya.

Satu hal yang baru saya sadari adalah menu gorengan agak berminyak. Perlu diusap menggunakan tissue agar gorengan menjadi tidak terasa terlalu berminyak.

sebenernya gajauh beda sih buat tekstur mienya dari kompetitor yg lain, enak, tingkat kepedesan jg sesuai level dan masih bisa diterima lidahku yang suka pedes

aku juga beli es teklek itu semacam es buah gitu cuman namanya unik ya

as always di resto ini selalu ada penunggu nya yaitu kang parkir, yg slalu nagih lebih gede dikit dr parkir2 liar tempat lainnya",1102,
Kerjakeras Dong,5.0,5 bulan lalu,2025-02-03T23:39:38Z,"Mie gacoan lv 8 nya selalu jadi pavorite deh pedes nya gak nanggung
Kalau yang ngga suka pedes bisa pesen mie suit aja",118,
Kriza 7j,5.0,sebulan lalu,2025-05-30T09:04:33Z,"Rasa mie nya biasa aja, udang kejunya doang yg bikin nagih.",59,
Alpiani Nurul hodizah,1.0,sebulan lalu,2025-05-22T06:53:46Z,"bad banget pelayananya dari awal masuk parkiran sampe keluar parkiran diliatin trus sama beberapa crew dan kasir nya grgr pake pake pakaian gunung, mungkin kedepanya bisa di tingkatan lagi pelayanan",198,
Iit Lita Apriani,5.0,setahun lalu,2023-08-14T07:33:00Z,"Cocok untuk para pecinta mie pedas. Tempatnya luas dan nyaman, sama seperti gacoan pada umumnya. Harga murah meriah hanya 10rban saja. Tapi parkirnya mahal, dipatok harus 3rb, padahal biasanya 2rb.",197,
Who Dis ?!,5.0,sebulan lalu,2025-05-31T09:18:11Z,"Makananya enak,pelayanannya cepet rame juga tpi pelayannanya cepet,tempatnya enak bersih nyaman bikin petah pokonyaaa gacoan terdebess kayanya dibandung jdi tempat makan paporit aku deh kayanya inii",198,
Zoya Ramadhani,5.0,sebulan lalu,2025-05-29T06:58:25Z,"enak bnget nyaman ademm cepet makannyak. pelayanannya enak ramah bess bnget buat gacaon bubat deh

ttep jadi tempat makan terdebes persi aku sihh",145,
Asep Sopian,1.0,sebulan lalu,2025-06-15T03:11:39Z,makanan nya enak cuma pelayanan nya jelek pada jutek mohon di perbaiki lagi Adain fasilitas buat charge biar enak gaada colokan sama sekali klo mau kesini pastiin batre kalian full charge ya!,191,
Naila Affradita,5.0,4 bulan lalu,2025-02-18T07:39:20Z,enakk bangett nyaman jugaaa tempat nyaa pelayanan nya juga cepettt dateng nya ga lama,85,
Anggraini Ainur Sadiyah,1.0,setahun lalu,2024-06-25T16:31:17Z,"buka 24jam kan yaa? tp meja udh pd ditutupin, udh ga dibolehin ditempatin alasan sdh dibersihkan.. minta sendok ke pelayan nya pun lgsg pergi begitu saja ga didenger. clear up ga selesai setengah setengah alasan ""sbntr ya ka"" sy paham pelayanan tp kalau emg lg ada yg diminta customer tlong didnger dlu, terimakasih.",316,
Genta Surya Saputra,1.0,2 minggu lalu,2025-06-29T00:04:14Z,"Kasian banget uy yg kehilangan hp sama helmnya tapi dengan alasan cctv hilang, semoga managernya bisa liat ini postingan ini",124,
Winda Gustini,1.0,sebulan lalu,2025-06-16T12:40:06Z,"tdi siang saya makan di gacoan buah batu ada pengalaman kurang memuaskan yang 1 kasir nya judes dan kurang ramah
2 ada tisu cuman 1 lembar sedangkan saya makan 2 orang masa saya ngelap ke baju
3 di piring dan gelas nya kotor / berminyak sangat jorok sekali,sngtbd sayangkn sekali",279,
rivaldi permana,5.0,sebulan lalu,2025-06-11T07:45:17Z,Untuk makanannnya enak rapi bersih. Lalu layanannya cepat pegawainya pun ramah ramah. Suasananya cocok banget buat berdua bareng pacar atau sama keluarga. Recommanded!,167,
Reni Sujinah,5.0,7 bulan lalu,2024-11-25T12:01:51Z,"Makanannya enak, Minumannya juga enak, ngga asal jadi
Pelayanannya cepat
Tempatnya luas dan tidak antri panjang",111,
Claudia Febby Maharanie,5.0,setahun lalu,2023-07-22T15:09:29Z,"Dimanapun lokasinya, nyatanya gacoan tidak pernah gagal. Ya allah aku selalu suka sama menu gacoan dimana pun itu, mau yang di Bandung, Bali tetep enak. Paling yang membedakan hanya tekstur atau tingkat kematangan Mienya saja. Untuk pelayanan, suasana resto, dan lainnya udah oke banget. Sayangnya pas kemarin ke yogyakarta ngga nyobain gacoannya. Oh iya untuk resto gacoan Buah Batu ini aku suka banget sama siomaynya, ini siomaynya pas digigit enak banget. 😽😽😽",462,
Sofianingrum Andriana,5.0,2 tahun lalu,2022-11-14T01:07:34Z,"Malam2 bingung mau makan apa,melipir deh kesini.Secara biasanya ruameee buangett..Untunglah ga terlalu panjang antriannya.Mienya enak,cb yg mie angel,mie setan lv 4 dan mie iblis lv 4.dimsumnya siomay. Minumannya es tuyul,es jeruk n es teh abis 60rb'an.Perut kenyang kantong senang...😁.Tempatnya bersih pelayanannya 👍👍.Mohon di pertahankan ya...next makan2 disini lagi.",369,
Silvia Aprili,4.0,setahun lalu,2023-12-19T08:23:40Z,"untuk makanan dengan harga segitu, oke banget ya worth it. untuk penyajian agak lama, aku ngerti dan wajar si soalnya banyak yg pesen. yg aku ga ngerti adalah kenapa pesenan take away segitu banyak, ga dibungkus2in dulu, terus dikasi. kenapa hanya stuck di nama itu yg dipanggil2 gaada wkwk. sampe inget aku shopee food 972 kalo ga salah HHHHH terus ulang2, abis itu diem, atau cingogo wkwk aneh aja siii atau emang aku yg ga mgerti yaa barangkali ada apa  gitu sebelum dibungkus2in",482,
Ebiru,1.0,seminggu lalu,2025-07-05T17:19:41Z,"tukang parkirnya gak guna ya? ada yang hilang helm gaada tanggung jawabnya , mening jangan ada kang parkir sekalian lur. ngaherinan",131,
Nsjs Jsis,1.0,2 minggu lalu,2025-06-28T23:20:27Z,"wkwk , parkir bayar ga guna, tukang parkir kerjaanya duduk doang. Ada kehilangan diem aja planga plongo, pihak mangementnya diem aja lagi",137,
ADY PRATASTYA,5.0,2 minggu lalu,2025-07-02T05:58:25Z,"Pelayanan nya ramah, harganya ramah di kantong n makanan enak enakkk bangett, tempatnya jugaa nyaman",100,
somethingl madefor,5.0,sebulan lalu,2025-05-31T09:22:51Z,"Tempatnya nyaman,pelayananya enak ramah makannanya juga enak tempat nongkrong terdebes di bubat udah makanannya murah cuman 10kan rekom sih buah pelajara emng debes sih gacoan",175,
Caroline Puji Hoseani,1.0,3 bulan lalu,2025-03-26T05:39:37Z,"pelayanan buruk bgt. saya pesan dan nunggu jam 6 kurang, waktu mau berbuka puasa. setengah jam setelah itu ada anak sekolah yg duduk disebelah saya, tapi pesanannya cepat datang. saya lebih dulu pesan tapi pesanan saya belum sampai juga. saat saya menanyakan, ternyata pesanan saya sudah jadi tetapi BELUM DIANTARKAN SAMPAI ES BATU NYA HAMPIR MENCAIR, ASA RIWEH TEU PUGUH PEGAWAINA GE! pelayanan pegawainya buruk sekali, gak ada UCAPAN PERMINTAAN MAAF ke saya. nyesel banget ke sini. minimal sebelum kerja dibagian pelayanan, belajar dulu lah tata cara pelayanan itu seperti apa. bukan asal lamar sana sini!!!",609,
Aprilia Synthia Dewi,5.0,11 bulan lalu,2024-08-04T01:18:29Z,"First time dine in di cabang ini, seringnya  order via ojol, ternyata lebih enak dine in yaa bumbunya lebih berasa banyak, pelayanan cepat, crewnya ramah, tempat duduk juga banyak, semua oke, cuma kebetulan ngga ada tissue mungkin belum direfill. Tp so far so good ..",267,
lizayati link,5.0,sebulan lalu,2025-05-27T06:50:13Z,"Lokasinya strategis, tempatmya bersih dan pelayanannya cepat, good job 👍",72,
Dimas Agy,5.0,setahun lalu,2023-08-18T09:44:43Z,"Mie Gacoan yang familiar, semua kota besar ada cabang nya dengan tingkat okupansi yang tinggi, selalu antri untuk membeli mie gacoan.. karena mie gacoan bisa dikategorikan mie pedas nya enak dan murah meriah utk semua kalangan.. outlet nya semua besar dan bagus dibuat memang sudah sesuai standard nya utk padatnya konsumen yg akan makan dan sekedar utk dibawa pulang",367,
Dederatih sintiani,5.0,seminggu lalu,2025-07-07T07:02:29Z,pelayanan yang ramah sekalai dan juga kebersihan yang patut di acungkan jempol serta makanan yang disajakin tidak pernah berubah rasa.,134,
cecilia on,5.0,2 tahun lalu,2023-03-11T12:19:24Z,"AKU KETINGGALAN BANGET BARU COBA GACOAN !! soalnya selalu ngurungin niat takut lama lah takut penuh kursinya , eh pas tadi datang ( SABTU JAM 10 AN ) terbilang sangat cepat loh, antrian untuk yg Dine in juga sat set, mas nya nanya nya cepet tapi detail gitu ntar terakhir di pastiin lagi, PESANAN DATANG CEPAT saya gak ngira loh.. persenan saya Dateng cepet, ( tapi ada yg komen di samping meja saya ke mba nya kok pesanan saya datang duluan pdhl dia dr td ) lagi HOKI KALI YA untuk rasa 💯 approve!! Aku pesen ne 🍝LEVEL 3 MIE GACOAN 9,6/10 nggak pedes di aku nyesel gak beli lvl 4 huhu tapi overall rasanya ENAK, untuk 🥟pangsit isi ayam nya juga enak bgt renyah tapi sepertinya TIDAK TERLALU MATANG plus nya isian nya banyak, untuk 🧀 UDANG KEJU AKU RATE 9,5/10, 🍤 UDANG RAMBUTAN 9/10, ☕ ES TEH 8/10 (manis pas tapi pas udh cair ga manis = udh jelas) pokonya first impression aku BAGUS PELAYANANNYA NYA meski 🧂 SAOS NYA KETINGGALAN tinggal ngomong aja!! btw mungkin karena aku datang sebelum jam makan siang jadi AGAK NYAMAN UNTUK DINE IN, tapi pesanan TAKE AWAY DAN OJOL SEPERTI ANTRE RS, PARKIS JG LUAS, PLUS ADA YG JAGA = BAYAR. SEKIAN 🤗",1139,
you tube,1.0,sebulan lalu,2025-06-16T12:22:10Z,"MINTA TOLONG KEPADA PIHAK MANAJEMEN GACOAN BUAT TINDAK LANJUTI TUKANG PARKIR YANG PAKE BAJU OREN, SAYA GAPUNYA CASH CUMAN ADA 1 RIBU, SAYA KASIH KE ORANGNYA DENGAN SOPAN MAAF ADA SERIBU SOALNYA GAPUNYA CASH, TERUS S MANG PARKIRNYA MAKSA HARUS 2 REBU UDA DIBILANG GADA CASH, PERASAAN TUKANG PARKIR YANG LAIN NERIMA2 AJA",318,
lilis Kholisoh,5.0,2 minggu lalu,2025-07-01T03:44:54Z,Rekomen bangettt pokonyaaaa🥰,28,
Wiwit Wulandari,3.0,11 bulan lalu,2024-07-31T06:55:43Z,Untuk harga memang Murmer makanya cabang dimanapun selalu ngantri tapi untuk rasa menurut aku agak kurang padahal udah coba di beberapa cabangnya kali aja beda tangan beda rasa ternyata standar begitu .. dan mengapa suasana tempat makannya itu ga nyaman apa karena selalu ngantri .. entahlah.. tapi bagi kalian penyuka mie dan murah wajib banget Dateng ke tempat ini 100 an udah dapet mie untuk 4 orang dimsum 3 macam dan minuman 4 macam cuss yups di coba,455,
Christie Jung,5.0,2 tahun lalu,2022-12-09T05:29:17Z,"Tempat ny luas, bersih, kemaren datang jam 4an, dan ga bgtu lama ngantri nyaa..

Untuk makanan nya, dengan harga sekitar 10ribu, termasuk murah, mie ny tipe mie yamin.. Mie iblis itu mie manis, kalo mie setan itu mie asin,, untuk dimsum nya, nyobain lumpiah, siomay sma udang keju, dan yg enak d lidah, cuma udang keju, yg laen standar utk harga segitu..

Dan pangsit ny enak banget",382,
Ria Tamalia,5.0,2 tahun lalu,2022-10-23T09:00:07Z,"Baru buka kemarin jadi saran bayar pake cash atau qris, biasanya kalo baru buka tuh blm bisa pake debit. Gacoan dimana mana selalu rame, bisa diliat parkiran luas juga penuh sama kendaraan. Makanan sama ko kaya gacoan cabang lain, mushola bersih.",246,
maya neta,1.0,sebulan lalu,2025-05-22T17:48:28Z,"Pelayanannya kurang crew nya pada ngeliatan dengan tatapan sinis kurang enak, tambah lgi musiknya ke kencengan dengan lagu yg ga enk di dengr saat makan lebih di tingkatkan lagi pelayanannya🙏🏻",192,
Regina Earlyta,5.0,3 minggu lalu,2025-06-21T05:44:41Z,"enak banget makanannya suasana nya juga bikin nyaman pelayanannya sangat baik sekali, semoga gacoan buah batu makin sukses dan semakin berkembang yaa",149,
flowry,5.0,seminggu lalu,2025-07-04T05:50:11Z,"tempat nya bersih rapih, pelayanan nya baik makanan nya enak² thebest sii worith MANTAPSS pokonya!!",99,
Ranti Huri,5.0,2 tahun lalu,2022-11-23T10:43:48Z,"Antriannya panjang karena rame banget, tapi pelayanannya bagus jadi nunggunya tidak terlalu lama. Makanannya juga enak, terutama dimsum sama pangsit gorengnya harganya murah. Tempatnya terbilang nyaman buat buat nongkrong bareng-bareng terutama di area outdoor, karena di dalam penuh sama yang waiting list sama delivery, jadi agak berisik. Overall rekomended lah 👍",365,
